Table (of Game struct)	Id	Field	New text
NPCText	1		_(TRANS)_
	2		_(TRANS)_
	3		_(TRANS)_
	4		_(TRANS)_
	5		_(TRANS)_
	6		_(TRANS)_
	7		_(TRANS)_
	8		_(TRANS)_
	9		_(TRANS)_
	10		_(TRANS)_
	11		_(TRANS)_
	12		_(TRANS)_
	13		_(TRANS)_
	14		_(TRANS)_
	15		_(TRANS)_
	16		_(TRANS)_
	17		_(TRANS)_
	18		_(TRANS)_
	19		_(TRANS)_
	20		_(TRANS)_
	21		_(TRANS)_
	22		_(TRANS)_
	23		_(TRANS)_
	24		_(TRANS)_
	25		_(TRANS)_
	26		_(TRANS)_
	27		_(TRANS)_
	28		_(TRANS)_
	29		_(TRANS)_
	30		_(TRANS)_
	31		_(TRANS)_
	32		_(TRANS)_
	33		_(TRANS)_
	34		_(TRANS)_
	35		_(TRANS)_
	36		_(TRANS)_
	37		_(TRANS)_
	38		_(TRANS)_
	39		_(TRANS)_
	40		_(TRANS)_
	41		_(TRANS)_
	42		_(TRANS)_
	43		_(TRANS)_
	44		_(TRANS)_
	45		_(TRANS)_
	46		_(TRANS)_
	47		_(TRANS)_
	48		_(TRANS)_
	49		_(TRANS)_
	50		_(TRANS)_
	51		_(TRANS)_
	52		_(TRANS)_
	53		_(TRANS)_
	54		_(TRANS)_
	55		_(TRANS)_
	56		_(TRANS)_
	57		_(TRANS)_
	58		_(TRANS)_
	59		_(TRANS)_
	60		_(TRANS)_
	61		_(TRANS)_
	62		_(TRANS)_
	63		_(TRANS)_
	64		_(TRANS)_
	65		_(TRANS)_
	66		_(TRANS)_
	67		_(TRANS)_
	68		_(TRANS)_
	69		_(TRANS)_
	70		_(TRANS)_
	71		_(TRANS)_
	72		_(TRANS)_
	73		_(TRANS)_
	74		_(TRANS)_
	75		_(TRANS)_
	76		_(TRANS)_
	77		_(TRANS)_
	78		_(TRANS)_
	79		_(TRANS)_
	80		_(TRANS)_
	81		_(TRANS)_
	82		_(TRANS)_
