Table (of Game struct)	Id	Field	New text
MonstersTxt	0	Name	
	1	Name	_(TRANS)_
	2	Name	_(TRANS)_
	3	Name	_(TRANS)_
	4	Name	_(TRANS)_
	5	Name	_(TRANS)_
	6	Name	_(TRANS)_
	7	Name	_(TRANS)_
	8	Name	_(TRANS)_
	9	Name	_(TRANS)_
	10	Name	_(TRANS)_
	11	Name	_(TRANS)_
	12	Name	_(TRANS)_
	13	Name	_(TRANS)_
	14	Name	_(TRANS)_
	15	Name	_(TRANS)_
	16	Name	_(TRANS)_
	17	Name	_(TRANS)_
	18	Name	_(TRANS)_
	19	Name	_(TRANS)_
	20	Name	_(TRANS)_
	21	Name	_(TRANS)_
	22	Name	_(TRANS)_
	23	Name	_(TRANS)_
	24	Name	_(TRANS)_
	25	Name	_(TRANS)_
	26	Name	_(TRANS)_
	27	Name	_(TRANS)_
	28	Name	_(TRANS)_
	29	Name	_(TRANS)_
	30	Name	_(TRANS)_
	31	Name	_(TRANS)_
	32	Name	_(TRANS)_
	33	Name	_(TRANS)_
	34	Name	_(TRANS)_
	35	Name	_(TRANS)_
	36	Name	_(TRANS)_
	37	Name	_(TRANS)_
	38	Name	_(TRANS)_
	39	Name	_(TRANS)_
	40	Name	_(TRANS)_
	41	Name	_(TRANS)_
	42	Name	_(TRANS)_
	43	Name	_(TRANS)_
	44	Name	_(TRANS)_
	45	Name	_(TRANS)_
	46	Name	_(TRANS)_
	47	Name	_(TRANS)_
	48	Name	_(TRANS)_
	49	Name	_(TRANS)_
	50	Name	_(TRANS)_
	51	Name	_(TRANS)_
	52	Name	_(TRANS)_
	53	Name	_(TRANS)_
	54	Name	_(TRANS)_
	55	Name	_(TRANS)_
	56	Name	_(TRANS)_
	57	Name	_(TRANS)_
	58	Name	_(TRANS)_
	59	Name	_(TRANS)_
	60	Name	_(TRANS)_
	61	Name	_(TRANS)_
	62	Name	_(TRANS)_
	63	Name	_(TRANS)_
	64	Name	_(TRANS)_
	65	Name	_(TRANS)_
	66	Name	_(TRANS)_
	67	Name	_(TRANS)_
	68	Name	_(TRANS)_
	69	Name	_(TRANS)_
	70	Name	_(TRANS)_
	71	Name	_(TRANS)_
	72	Name	_(TRANS)_
	73	Name	_(TRANS)_
	74	Name	_(TRANS)_
	75	Name	_(TRANS)_
	76	Name	_(TRANS)_
	77	Name	_(TRANS)_
	78	Name	_(TRANS)_
	79	Name	_(TRANS)_
	80	Name	_(TRANS)_
	81	Name	_(TRANS)_
	82	Name	_(TRANS)_
	83	Name	_(TRANS)_
	84	Name	_(TRANS)_
	85	Name	_(TRANS)_
	86	Name	_(TRANS)_
	87	Name	_(TRANS)_
	88	Name	_(TRANS)_
	89	Name	_(TRANS)_
	90	Name	_(TRANS)_
	91	Name	_(TRANS)_
	92	Name	_(TRANS)_
	93	Name	_(TRANS)_
	94	Name	_(TRANS)_
	95	Name	_(TRANS)_
	96	Name	_(TRANS)_
	97	Name	_(TRANS)_
	98	Name	_(TRANS)_
	99	Name	_(TRANS)_
	100	Name	_(TRANS)_
	101	Name	_(TRANS)_
	102	Name	_(TRANS)_
	103	Name	_(TRANS)_
	104	Name	_(TRANS)_
	105	Name	_(TRANS)_
	106	Name	_(TRANS)_
	107	Name	_(TRANS)_
	108	Name	_(TRANS)_
	109	Name	_(TRANS)_
	110	Name	_(TRANS)_
	111	Name	_(TRANS)_
	112	Name	_(TRANS)_
	113	Name	_(TRANS)_
	114	Name	_(TRANS)_
	115	Name	_(TRANS)_
	116	Name	_(TRANS)_
	117	Name	_(TRANS)_
	118	Name	_(TRANS)_
	119	Name	_(TRANS)_
	120	Name	_(TRANS)_
	121	Name	_(TRANS)_
	122	Name	_(TRANS)_
	123	Name	_(TRANS)_
	124	Name	_(TRANS)_
	125	Name	_(TRANS)_
	126	Name	_(TRANS)_
	127	Name	_(TRANS)_
	128	Name	_(TRANS)_
	129	Name	_(TRANS)_
	130	Name	_(TRANS)_
	131	Name	_(TRANS)_
	132	Name	_(TRANS)_
	133	Name	_(TRANS)_
	134	Name	_(TRANS)_
	135	Name	_(TRANS)_
	136	Name	_(TRANS)_
	137	Name	_(TRANS)_
	138	Name	_(TRANS)_
	139	Name	_(TRANS)_
	140	Name	_(TRANS)_
	141	Name	_(TRANS)_
	142	Name	_(TRANS)_
	143	Name	_(TRANS)_
	144	Name	_(TRANS)_
	145	Name	_(TRANS)_
	146	Name	_(TRANS)_
	147	Name	_(TRANS)_
	148	Name	_(TRANS)_
	149	Name	_(TRANS)_
	150	Name	_(TRANS)_
	151	Name	_(TRANS)_
	152	Name	_(TRANS)_
	153	Name	_(TRANS)_
	154	Name	_(TRANS)_
	155	Name	_(TRANS)_
	156	Name	_(TRANS)_
	157	Name	_(TRANS)_
	158	Name	_(TRANS)_
	159	Name	_(TRANS)_
	160	Name	_(TRANS)_
	161	Name	_(TRANS)_
	162	Name	_(TRANS)_
	163	Name	_(TRANS)_
	164	Name	_(TRANS)_
	165	Name	_(TRANS)_
	166	Name	_(TRANS)_
	167	Name	_(TRANS)_
	168	Name	_(TRANS)_
	169	Name	_(TRANS)_
	170	Name	_(TRANS)_
	171	Name	_(TRANS)_
	172	Name	_(TRANS)_
	173	Name	_(TRANS)_
	174	Name	_(TRANS)_
	175	Name	_(TRANS)_
	176	Name	_(TRANS)_
	177	Name	_(TRANS)_
	178	Name	_(TRANS)_
	179	Name	_(TRANS)_
	180	Name	_(TRANS)_
	181	Name	_(TRANS)_
	182	Name	_(TRANS)_
	183	Name	_(TRANS)_
	184	Name	_(TRANS)_
	185	Name	_(TRANS)_
	186	Name	_(TRANS)_
	187	Name	_(TRANS)_
	188	Name	_(TRANS)_
	189	Name	_(TRANS)_
	190	Name	_(TRANS)_
	191	Name	_(TRANS)_
	192	Name	_(TRANS)_
	193	Name	_(TRANS)_
	194	Name	_(TRANS)_
	195	Name	_(TRANS)_
	196	Name	_(TRANS)_
	197	Name	_(TRANS)_
	198	Name	_(TRANS)_
	199	Name	_(TRANS)_
	200	Name	_(TRANS)_
	201	Name	_(TRANS)_
	202	Name	_(TRANS)_
	203	Name	_(TRANS)_
	204	Name	_(TRANS)_
	205	Name	_(TRANS)_
	206	Name	_(TRANS)_
	207	Name	_(TRANS)_
	208	Name	_(TRANS)_
	209	Name	_(TRANS)_
	210	Name	_(TRANS)_
	211	Name	_(TRANS)_
	212	Name	_(TRANS)_
	213	Name	_(TRANS)_
	214	Name	_(TRANS)_
	215	Name	_(TRANS)_
	216	Name	_(TRANS)_
	217	Name	_(TRANS)_
	218	Name	_(TRANS)_
	219	Name	_(TRANS)_
	220	Name	_(TRANS)_
	221	Name	_(TRANS)_
	222	Name	_(TRANS)_
	223	Name	_(TRANS)_
	224	Name	_(TRANS)_
	225	Name	_(TRANS)_
	226	Name	_(TRANS)_
	227	Name	_(TRANS)_
	228	Name	_(TRANS)_
	229	Name	_(TRANS)_
	230	Name	_(TRANS)_
	231	Name	_(TRANS)_
	232	Name	_(TRANS)_
	233	Name	_(TRANS)_
	234	Name	_(TRANS)_
	235	Name	_(TRANS)_
	236	Name	_(TRANS)_
	237	Name	_(TRANS)_
	238	Name	_(TRANS)_
	239	Name	_(TRANS)_
	240	Name	_(TRANS)_
	241	Name	_(TRANS)_
	242	Name	_(TRANS)_
	243	Name	_(TRANS)_
	244	Name	_(TRANS)_
	245	Name	_(TRANS)_
	246	Name	_(TRANS)_
	247	Name	_(TRANS)_
	248	Name	_(TRANS)_
	249	Name	_(TRANS)_
	250	Name	_(TRANS)_
	251	Name	_(TRANS)_
	252	Name	_(TRANS)_
	253	Name	_(TRANS)_
	254	Name	_(TRANS)_
	255	Name	_(TRANS)_
	256	Name	_(TRANS)_
	257	Name	_(TRANS)_
	258	Name	_(TRANS)_
	259	Name	_(TRANS)_
	260	Name	_(TRANS)_
	261	Name	_(TRANS)_
	262	Name	_(TRANS)_
	263	Name	_(TRANS)_
	264	Name	_(TRANS)_
	265	Name	_(TRANS)_
	266	Name	_(TRANS)_
	267	Name	_(TRANS)_
	268	Name	_(TRANS)_
	269	Name	_(TRANS)_
	270	Name	_(TRANS)_
	271	Name	_(TRANS)_
	272	Name	_(TRANS)_
	273	Name	_(TRANS)_
	274	Name	_(TRANS)_
	275	Name	_(TRANS)_
	276	Name	_(TRANS)_
	277	Name	_(TRANS)_
	278	Name	_(TRANS)_
	279	Name	_(TRANS)_
	280	Name	_(TRANS)_
	281	Name	_(TRANS)_
	282	Name	_(TRANS)_
	283	Name	_(TRANS)_
	284	Name	_(TRANS)_
	285	Name	_(TRANS)_
	286	Name	_(TRANS)_
	287	Name	_(TRANS)_
	288	Name	_(TRANS)_
	289	Name	_(TRANS)_
	290	Name	_(TRANS)_
	291	Name	_(TRANS)_
	292	Name	_(TRANS)_
	293	Name	_(TRANS)_
	294	Name	_(TRANS)_
	295	Name	_(TRANS)_
	296	Name	_(TRANS)_
	297	Name	_(TRANS)_
	298	Name	_(TRANS)_
	299	Name	_(TRANS)_
	300	Name	_(TRANS)_
	301	Name	_(TRANS)_
	302	Name	_(TRANS)_
	303	Name	_(TRANS)_
	304	Name	_(TRANS)_
	305	Name	_(TRANS)_
	306	Name	_(TRANS)_
	307	Name	_(TRANS)_
	308	Name	_(TRANS)_
	309	Name	_(TRANS)_
	310	Name	_(TRANS)_
	311	Name	_(TRANS)_
	312	Name	_(TRANS)_
	313	Name	_(TRANS)_
	314	Name	_(TRANS)_
	315	Name	_(TRANS)_
	316	Name	_(TRANS)_
	317	Name	_(TRANS)_
	318	Name	_(TRANS)_
	319	Name	_(TRANS)_
	320	Name	_(TRANS)_
	321	Name	_(TRANS)_
	322	Name	_(TRANS)_
	323	Name	_(TRANS)_
	324	Name	_(TRANS)_
	325	Name	_(TRANS)_
	326	Name	_(TRANS)_
	327	Name	_(TRANS)_
	328	Name	_(TRANS)_
	329	Name	_(TRANS)_
	330	Name	_(TRANS)_
	331	Name	_(TRANS)_
	332	Name	_(TRANS)_
	333	Name	_(TRANS)_
	334	Name	_(TRANS)_
	335	Name	_(TRANS)_
	336	Name	_(TRANS)_
	337	Name	_(TRANS)_
	338	Name	_(TRANS)_
	339	Name	_(TRANS)_
	340	Name	_(TRANS)_
	341	Name	_(TRANS)_
	342	Name	_(TRANS)_
	343	Name	_(TRANS)_
	344	Name	_(TRANS)_
	345	Name	_(TRANS)_
	346	Name	_(TRANS)_
	347	Name	_(TRANS)_
	348	Name	_(TRANS)_
	349	Name	_(TRANS)_
	350	Name	_(TRANS)_
	351	Name	_(TRANS)_
	352	Name	_(TRANS)_
	353	Name	_(TRANS)_
	354	Name	_(TRANS)_
	355	Name	_(TRANS)_
	356	Name	_(TRANS)_
	357	Name	_(TRANS)_
	358	Name	_(TRANS)_
	359	Name	_(TRANS)_
	360	Name	_(TRANS)_
	361	Name	_(TRANS)_
	362	Name	_(TRANS)_
	363	Name	_(TRANS)_
	364	Name	_(TRANS)_
	365	Name	_(TRANS)_
	366	Name	_(TRANS)_
	367	Name	_(TRANS)_
	368	Name	_(TRANS)_
	369	Name	_(TRANS)_
	370	Name	_(TRANS)_
	371	Name	_(TRANS)_
	372	Name	_(TRANS)_
	373	Name	_(TRANS)_
	374	Name	_(TRANS)_
	375	Name	_(TRANS)_
	376	Name	_(TRANS)_
	377	Name	_(TRANS)_
	378	Name	_(TRANS)_
	379	Name	_(TRANS)_
	380	Name	_(TRANS)_
	381	Name	_(TRANS)_
	382	Name	_(TRANS)_
	383	Name	_(TRANS)_
	384	Name	_(TRANS)_
	385	Name	_(TRANS)_
	386	Name	_(TRANS)_
	387	Name	_(TRANS)_
	388	Name	_(TRANS)_
	389	Name	_(TRANS)_
	390	Name	_(TRANS)_
	391	Name	_(TRANS)_
	392	Name	_(TRANS)_
	393	Name	_(TRANS)_
	394	Name	_(TRANS)_
	395	Name	_(TRANS)_
	396	Name	_(TRANS)_
	397	Name	_(TRANS)_
	398	Name	_(TRANS)_
	399	Name	_(TRANS)_
	400	Name	_(TRANS)_
	401	Name	_(TRANS)_
	402	Name	_(TRANS)_
	403	Name	_(TRANS)_
	404	Name	_(TRANS)_
	405	Name	_(TRANS)_
	406	Name	_(TRANS)_
	407	Name	_(TRANS)_
	408	Name	_(TRANS)_
	409	Name	_(TRANS)_
	410	Name	_(TRANS)_
	411	Name	_(TRANS)_
	412	Name	_(TRANS)_
	413	Name	_(TRANS)_
	414	Name	_(TRANS)_
	415	Name	_(TRANS)_
	416	Name	_(TRANS)_
	417	Name	_(TRANS)_
	418	Name	_(TRANS)_
	419	Name	_(TRANS)_
	420	Name	_(TRANS)_
	421	Name	_(TRANS)_
	422	Name	_(TRANS)_
	423	Name	_(TRANS)_
	424	Name	_(TRANS)_
	425	Name	_(TRANS)_
	426	Name	_(TRANS)_
	427	Name	_(TRANS)_
	428	Name	_(TRANS)_
	429	Name	_(TRANS)_
	430	Name	_(TRANS)_
	431	Name	_(TRANS)_
	432	Name	_(TRANS)_
	433	Name	_(TRANS)_
	434	Name	_(TRANS)_
	435	Name	_(TRANS)_
	436	Name	_(TRANS)_
	437	Name	_(TRANS)_
	438	Name	_(TRANS)_
	439	Name	_(TRANS)_
	440	Name	_(TRANS)_
	441	Name	_(TRANS)_
	442	Name	_(TRANS)_
	443	Name	_(TRANS)_
	444	Name	_(TRANS)_
	445	Name	_(TRANS)_
	446	Name	_(TRANS)_
	447	Name	_(TRANS)_
	448	Name	_(TRANS)_
	449	Name	_(TRANS)_
	450	Name	_(TRANS)_
	451	Name	_(TRANS)_
	452	Name	_(TRANS)_
	453	Name	_(TRANS)_
	454	Name	_(TRANS)_
	455	Name	_(TRANS)_
	456	Name	_(TRANS)_
	457	Name	_(TRANS)_
	458	Name	_(TRANS)_
	459	Name	_(TRANS)_
	460	Name	_(TRANS)_
	461	Name	_(TRANS)_
	462	Name	_(TRANS)_
	463	Name	_(TRANS)_
	464	Name	_(TRANS)_
	465	Name	_(TRANS)_
	466	Name	_(TRANS)_
	467	Name	_(TRANS)_
	468	Name	_(TRANS)_
	469	Name	_(TRANS)_
	470	Name	_(TRANS)_
	471	Name	_(TRANS)_
	472	Name	_(TRANS)_
	473	Name	_(TRANS)_
	474	Name	_(TRANS)_
	475	Name	_(TRANS)_
	476	Name	_(TRANS)_
	477	Name	_(TRANS)_
	478	Name	_(TRANS)_
	479	Name	_(TRANS)_
	480	Name	_(TRANS)_
	481	Name	_(TRANS)_
	482	Name	_(TRANS)_
	483	Name	_(TRANS)_
	484	Name	_(TRANS)_
	485	Name	_(TRANS)_
	486	Name	_(TRANS)_
	487	Name	_(TRANS)_
	488	Name	_(TRANS)_
	489	Name	_(TRANS)_
	490	Name	_(TRANS)_
	491	Name	_(TRANS)_
	492	Name	_(TRANS)_
	493	Name	_(TRANS)_
	494	Name	_(TRANS)_
	495	Name	_(TRANS)_
	496	Name	_(TRANS)_
	497	Name	_(TRANS)_
	498	Name	_(TRANS)_
	499	Name	_(TRANS)_
	500	Name	_(TRANS)_
	501	Name	_(TRANS)_
	502	Name	_(TRANS)_
	503	Name	_(TRANS)_
	504	Name	_(TRANS)_
	505	Name	_(TRANS)_
	506	Name	_(TRANS)_
	507	Name	_(TRANS)_
	508	Name	_(TRANS)_
	509	Name	_(TRANS)_
	510	Name	_(TRANS)_
	511	Name	_(TRANS)_
	512	Name	_(TRANS)_
	513	Name	_(TRANS)_
	514	Name	_(TRANS)_
	515	Name	_(TRANS)_
	516	Name	_(TRANS)_
	517	Name	_(TRANS)_
	518	Name	_(TRANS)_
	519	Name	_(TRANS)_
	520	Name	_(TRANS)_
	521	Name	_(TRANS)_
	522	Name	_(TRANS)_
	523	Name	_(TRANS)_
	524	Name	_(TRANS)_
	525	Name	_(TRANS)_
	526	Name	_(TRANS)_
	527	Name	_(TRANS)_
	528	Name	_(TRANS)_
	529	Name	_(TRANS)_
	530	Name	_(TRANS)_
	531	Name	_(TRANS)_
	532	Name	_(TRANS)_
