Table (of Game struct)	Id	Field	New text
StdItemsTxt	0	BonusStat	_(TRANS)_
	1	BonusStat	_(TRANS)_
	2	BonusStat	_(TRANS)_
	3	BonusStat	_(TRANS)_
	4	BonusStat	_(TRANS)_
	5	BonusStat	_(TRANS)_
	6	BonusStat	_(TRANS)_
	7	BonusStat	_(TRANS)_
	8	BonusStat	_(TRANS)_
	9	BonusStat	_(TRANS)_
	10	BonusStat	_(TRANS)_
	11	BonusStat	_(TRANS)_
	12	BonusStat	_(TRANS)_
	13	BonusStat	_(TRANS)_
	14	BonusStat	_(TRANS)_
	15	BonusStat	_(TRANS)_
	16	BonusStat	_(TRANS)_
	17	BonusStat	_(TRANS)_
	18	BonusStat	_(TRANS)_
	19	BonusStat	_(TRANS)_
	20	BonusStat	_(TRANS)_
	21	BonusStat	_(TRANS)_
	22	BonusStat	_(TRANS)_
	23	BonusStat	_(TRANS)_
	24	BonusStat	_(TRANS)_
